School,G,W_Tot,L_Tot,W_L_Percentage,Simple_Rating_System,Strength_Of_Schedule,W_Conf,L_Conf,W_Home,L_Home,W_Away,L_Away,Tm_Pts,Opp_Pts,MP,FG,FGA,FG_Percentage,ThreeP,ThreePA,ThreeP_Percentage,FT,FTA,FT_Percentage,ORB,TRB,AST,STL,BLK,TOV,PF,Season
Mercyhurst,31,15,16,.484,-15.65,-9.68,9,7,11,2,4,14,2105,2167,1255,735,1703,.432,214,610,.351,421,525,.802,235,849,419,227,67,335,519,2025
Merrimack,33,18,15,.545,-4.65,-6.04,14,6,8,5,9,8,2166,2120,1330,787,1861,.423,263,798,.330,329,455,.723,232,932,391,313,124,297,518,2025
Miami (FL),31,7,24,.226,0.38,7.03,3,17,7,10,0,10,2294,2500,1250,849,1849,.459,223,712,.313,373,488,.764,293,977,399,198,106,339,445,2025
Miami (OH),34,25,9,.735,-0.92,-5.36,14,4,15,1,6,7,2740,2473,1365,985,2046,.481,363,914,.397,407,562,.724,319,1159,550,272,120,412,601,2025
Michigan NCAA,37,27,10,.730,20.21,13.69,14,6,13,3,7,3,2885,2644,1490,1011,2160,.468,301,907,.332,562,772,.728,409,1422,586,198,135,517,633,2025
Michigan State NCAA,37,30,7,.811,22.43,11.89,17,3,15,1,8,2,2874,2484,1485,1003,2192,.458,224,721,.311,644,827,.779,440,1472,613,196,169,420,617,2025
Middle Tennessee,34,22,12,.647,2.52,1.02,12,6,11,5,8,5,2608,2466,1395,945,2084,.453,259,819,.316,459,685,.670,393,1305,427,224,148,391,588,2025
Milwaukee,32,21,11,.656,0.35,-3.79,14,6,13,3,7,8,2510,2295,1290,907,1939,.468,189,613,.308,507,741,.684,462,1253,457,246,105,423,562,2025
Minnesota,32,15,17,.469,8.48,10.14,7,13,10,9,5,5,2178,2231,1305,796,1806,.441,209,649,.322,377,568,.664,337,1084,488,193,151,346,561,2025
Mississippi NCAA,36,24,12,.667,18.28,12.80,10,8,13,3,5,6,2779,2582,1450,959,2156,.445,300,863,.348,561,760,.738,331,1193,510,315,134,324,657,2025
Mississippi State NCAA,34,21,13,.618,17.14,11.79,8,10,10,5,6,5,2704,2522,1375,971,2147,.452,288,916,.314,474,676,.701,435,1288,517,310,152,365,591,2025
Mississippi Valley State,31,3,28,.097,-34.60,-4.77,1,17,2,9,1,19,1678,2506,1240,610,1568,.389,140,473,.296,318,482,.660,238,868,258,186,60,501,507,2025
Missouri NCAA,34,22,12,.647,19.49,9.49,10,8,18,2,3,7,2844,2504,1365,939,1949,.482,296,806,.367,670,918,.730,374,1157,467,318,89,370,620,2025
Missouri State,32,9,23,.281,-3.94,0.52,2,18,7,8,1,12,2175,2268,1315,776,1735,.447,228,639,.357,395,602,.656,334,1046,390,236,83,437,580,2025
Monmouth,33,13,20,.394,-8.14,-3.11,10,8,8,2,4,14,2321,2487,1335,784,1908,.411,233,661,.352,520,701,.742,357,1124,389,195,147,364,592,2025
Montana NCAA,35,25,10,.714,-1.45,-1.60,15,3,15,1,7,8,2680,2565,1405,964,1934,.498,256,716,.358,496,674,.736,253,1108,474,219,112,380,564,2025
Montana State,33,15,18,.455,-2.77,-2.71,9,9,11,3,3,14,2354,2298,1325,835,1834,.455,270,793,.340,414,571,.725,230,1033,435,210,119,328,528,2025
Morehead State,32,15,17,.469,-13.65,-7.52,10,10,9,5,6,10,2116,2199,1285,741,1779,.417,190,614,.309,444,658,.675,361,1171,368,179,82,377,506,2025
Morgan State,32,14,18,.438,-15.13,-8.55,7,7,11,4,2,13,2559,2584,1295,948,1988,.477,148,435,.340,515,707,.728,396,1193,414,222,149,432,595,2025
Mount St. Mary's NCAA,36,23,13,.639,-7.91,-6.48,12,8,10,4,9,8,2524,2538,1460,889,2014,.441,285,827,.345,461,626,.736,366,1350,537,217,99,538,563,2025
Murray State,33,16,17,.485,0.81,0.40,9,11,7,5,6,8,2371,2282,1350,789,1823,.433,251,730,.344,542,751,.722,331,1121,392,220,100,376,573,2025
Navy,34,15,19,.441,-9.90,-8.78,10,8,9,5,6,12,2407,2393,1365,837,1979,.423,249,737,.338,484,661,.732,383,1216,452,222,91,367,557,2025
NC State,31,12,19,.387,5.56,6.36,5,15,12,6,0,11,2158,2183,1245,764,1798,.425,209,650,.322,421,580,.726,318,992,394,200,118,295,515,2025
Nebraska,35,21,14,.600,13.86,10.46,7,13,10,6,5,7,2660,2541,1420,928,2035,.456,263,784,.335,541,722,.749,323,1239,496,251,103,396,546,2025
Nevada,33,17,16,.515,9.44,5.25,8,12,11,6,3,8,2386,2248,1329,845,1785,.473,228,669,.341,468,666,.703,286,1071,497,205,119,335,578,2025
Nevada-Las Vegas,33,18,15,.545,6.65,5.53,11,9,12,5,5,7,2285,2248,1320,803,1826,.440,210,631,.333,469,654,.717,306,1119,398,216,120,352,526,2025
New Hampshire,32,8,24,.250,-19.80,-7.47,6,10,6,7,2,15,2124,2450,1280,772,1872,.412,249,765,.325,331,502,.659,331,1098,359,181,76,424,529,2025
New Mexico NCAA,35,27,8,.771,15.20,6.52,17,3,16,1,7,4,2819,2472,1410,1010,2198,.460,243,701,.347,556,807,.689,419,1361,521,306,174,400,614,2025
New Mexico State,32,17,15,.531,0.86,0.41,10,8,9,6,8,6,2229,2110,1285,787,1895,.415,228,710,.321,427,633,.675,379,1198,373,204,74,348,591,2025
New Orleans,31,4,27,.129,-15.16,-0.61,2,18,0,11,3,15,2105,2556,1252,758,1840,.412,172,565,.304,417,623,.669,375,1104,380,226,81,408,465,2025
Niagara,31,11,20,.355,-12.79,-8.56,6,14,6,7,3,13,2122,2214,1255,747,1659,.450,251,711,.353,377,510,.739,233,953,390,193,69,380,487,2025
Nicholls State,33,20,13,.606,-2.13,-2.46,13,7,11,4,8,8,2443,2296,1330,867,2025,.428,252,729,.346,457,667,.685,396,1247,373,266,129,351,569,2025
NJIT,31,6,25,.194,-17.92,-7.85,3,13,4,9,1,16,2023,2269,1245,726,1815,.400,212,688,.308,359,491,.731,333,1100,312,148,114,375,570,2025
Norfolk State NCAA,35,24,11,.686,-3.72,-6.65,11,3,11,1,8,9,2696,2440,1410,968,1983,.488,185,567,.326,575,760,.757,358,1208,484,244,105,433,622,2025
North Alabama,35,24,11,.686,1.02,-5.50,14,4,16,1,7,10,2753,2471,1410,998,2185,.457,267,761,.351,490,691,.709,435,1336,422,263,115,310,520,2025
North Carolina NCAA,37,23,14,.622,17.27,11.22,13,7,12,3,6,6,2987,2763,1490,1059,2230,.475,295,829,.356,574,775,.741,362,1357,547,221,135,397,625,2025
North Carolina A&T,32,7,25,.219,-13.28,-4.31,3,15,5,9,2,15,2213,2439,1280,791,1937,.408,215,708,.304,416,606,.686,341,1148,358,197,96,340,482,2025
North Carolina Central,33,14,19,.424,-12.91,-8.05,6,8,10,4,2,13,2600,2501,1340,915,1994,.459,242,691,.350,528,759,.696,437,1105,520,276,79,437,658,2025
North Dakota,33,12,21,.364,-7.39,-1.49,5,11,8,6,2,12,2550,2624,1320,899,2069,.435,271,831,.326,481,679,.708,437,1245,405,188,81,375,549,2025
North Dakota State,32,21,11,.656,1.11,-3.58,10,6,11,4,8,6,2595,2386,1296,871,1826,.477,380,955,.398,473,610,.775,286,1111,480,117,59,332,478,2025
North Florida,32,15,17,.469,-8.48,-3.74,8,10,8,6,7,10,2651,2712,1295,944,2125,.444,409,1147,.357,354,517,.685,359,1145,521,202,104,358,573,2025
North Texas,36,27,9,.750,7.70,0.84,14,4,17,1,8,5,2447,2165,1440,842,1884,.447,248,686,.362,515,669,.770,369,1184,375,271,91,369,536,2025
Northeastern,32,17,15,.531,-4.64,-5.08,9,9,8,5,7,8,2243,2229,1280,835,1848,.452,217,644,.337,356,518,.687,339,1090,415,242,151,399,516,2025
Northern Arizona,34,18,16,.529,-6.53,-5.73,8,10,10,5,7,8,2581,2435,1361,955,2098,.455,275,786,.350,396,600,.660,408,1276,505,208,51,343,540,2025
Northern Colorado,35,25,10,.714,1.10,-3.84,15,3,13,2,9,7,2822,2545,1415,1024,2019,.507,294,773,.380,480,663,.724,290,1205,552,214,82,386,610,2025
Northern Illinois,31,6,25,.194,-16.60,-4.52,2,16,5,10,1,15,2199,2383,1255,756,1843,.410,295,882,.334,392,556,.705,229,1018,388,190,110,355,612,2025
Northern Iowa,33,20,13,.606,5.24,0.46,14,6,14,3,5,6,2418,2223,1325,872,1792,.487,236,644,.366,438,630,.695,265,1090,459,196,99,348,484,2025
Northern Kentucky,33,17,16,.515,-4.79,-3.14,11,9,12,6,5,10,2371,2377,1340,852,1946,.438,258,772,.334,409,611,.669,374,1110,467,256,106,397,529,2025
Northwestern,33,17,16,.515,14.40,11.13,7,13,12,5,2,9,2390,2282,1340,860,1951,.441,222,667,.333,448,611,.733,361,1114,480,228,116,329,582,2025
Northwestern State,32,16,16,.500,-5.07,-1.44,12,8,9,5,6,10,2146,2204,1290,756,1756,.431,223,630,.354,411,575,.715,364,1120,407,218,136,421,500,2025
Notre Dame,33,15,18,.455,7.07,6.92,8,12,11,5,3,9,2397,2392,1355,851,1889,.451,251,708,.355,444,600,.740,329,1158,376,184,58,366,518,2025
Oakland,34,16,18,.471,-2.67,-0.95,11,9,9,4,6,11,2402,2436,1390,859,1968,.436,255,836,.305,429,614,.699,411,1203,439,223,102,406,545,2025
Ohio,32,16,16,.500,-2.63,-4.37,10,8,12,3,3,10,2554,2449,1290,899,1915,.469,275,769,.358,481,632,.761,261,1062,450,231,95,348,559,2025
Ohio State,32,17,15,.531,17.86,12.58,9,11,11,6,4,7,2522,2353,1310,878,1884,.466,261,710,.368,505,675,.748,305,1077,422,208,115,349,626,2025
Oklahoma NCAA,34,20,14,.588,14.86,11.22,6,12,12,5,2,7,2661,2537,1360,886,1894,.468,288,788,.365,601,756,.795,287,1092,457,265,78,411,629,2025
Oklahoma State,35,17,18,.486,6.89,10.18,7,13,13,4,3,10,2556,2671,1400,865,2019,.428,232,701,.331,594,828,.717,391,1231,445,317,103,479,680,2025
Old Dominion,35,15,20,.429,-9.71,-4.25,8,10,7,9,5,7,2376,2502,1410,839,2120,.396,218,758,.288,480,669,.717,500,1345,369,193,118,400,586,2025
Omaha NCAA,35,22,13,.629,-1.61,-2.43,13,3,11,2,7,9,2707,2634,1400,941,2051,.459,288,808,.356,537,744,.722,360,1254,465,207,82,379,639,2025
Oral Roberts,30,7,23,.233,-11.71,-0.78,3,13,7,7,0,15,2200,2356,1205,738,1693,.436,280,773,.362,444,590,.753,252,940,306,149,70,348,532,2025
Oregon NCAA,35,25,10,.714,18.00,12.32,12,8,12,4,7,4,2679,2480,1415,947,2060,.460,271,788,.344,514,679,.757,357,1253,501,251,130,395,569,2025
Oregon State,33,20,13,.606,8.62,2.24,10,8,15,3,3,7,2516,2276,1335,872,1804,.483,232,639,.363,540,687,.786,314,1111,478,215,101,363,520,2025
Pacific,33,9,24,.273,-7.11,2.09,4,14,5,10,2,13,2295,2500,1330,819,1883,.435,212,707,.300,445,614,.725,343,1156,421,188,94,432,610,2025
Penn State,31,16,15,.516,13.57,7.70,6,14,11,6,3,8,2452,2270,1240,858,1792,.479,222,648,.343,514,680,.756,291,1045,496,250,126,384,512,2025
Pennsylvania,27,8,19,.296,-10.56,-2.74,4,10,5,8,3,10,1878,2089,1085,666,1578,.422,228,700,.326,318,456,.697,261,927,371,133,47,300,413,2025
Pepperdine,35,13,22,.371,-2.82,2.56,4,14,7,9,2,11,2560,2681,1400,923,2080,.444,246,722,.341,468,654,.716,351,1226,555,213,96,386,550,2025
Pittsburgh,32,17,15,.531,13.27,8.24,8,12,13,4,3,9,2428,2267,1290,834,1851,.451,265,766,.346,495,633,.782,314,1068,429,233,132,319,526,2025
Portland,32,12,20,.375,-7.29,2.17,7,11,9,7,3,9,2334,2574,1300,805,1843,.437,272,788,.345,452,582,.777,266,1083,496,149,99,408,487,2025
Portland State,32,19,13,.594,-4.41,-5.27,11,7,13,1,5,10,2418,2227,1285,913,1932,.473,201,615,.327,391,621,.630,387,1179,468,264,157,407,560,2025
Prairie View,32,5,27,.156,-19.30,-7.30,4,14,3,7,2,19,2286,2637,1280,820,1884,.435,202,634,.319,444,643,.691,283,894,390,259,102,381,604,2025
Presbyterian,33,14,19,.424,-6.68,-4.35,7,9,8,5,4,12,2449,2341,1335,894,1911,.468,239,650,.368,422,605,.698,331,1103,429,224,106,349,594,2025
Princeton,30,19,11,.633,-2.85,-2.49,8,6,9,4,7,4,2209,2162,1200,791,1824,.434,316,889,.355,311,438,.710,291,1014,455,221,65,313,466,2025
Providence,32,12,20,.375,7.17,8.33,6,14,10,6,2,9,2283,2320,1285,807,1833,.440,297,834,.356,372,542,.686,362,1186,413,159,109,407,550,2025
Purdue NCAA,36,24,12,.667,20.80,13.91,13,7,14,2,5,6,2781,2533,1440,985,2027,.486,297,778,.382,514,702,.732,352,1183,574,230,59,375,570,2025
Purdue Fort Wayne,32,19,13,.594,-1.00,-4.06,12,8,12,2,6,10,2583,2388,1295,918,1955,.470,330,890,.371,417,556,.750,243,969,434,278,89,306,503,2025
Queens (NC),35,20,15,.571,-5.41,-4.95,11,7,9,5,9,9,2685,2611,1415,934,2074,.450,322,920,.350,495,722,.686,399,1289,559,228,184,442,578,2025
Quinnipiac,33,20,13,.606,-5.94,-7.72,15,5,12,2,7,10,2439,2358,1325,864,2026,.426,227,767,.296,484,634,.763,390,1263,455,272,154,425,539,2025
Radford,33,20,13,.606,-2.72,-3.43,9,7,10,3,7,9,2441,2314,1330,824,1813,.454,242,664,.364,551,722,.763,375,1167,374,183,103,374,564,2025
Rhode Island,31,18,13,.581,1.06,-0.91,7,11,14,3,1,9,2419,2328,1255,828,1782,.465,236,673,.351,527,759,.694,311,1160,430,184,104,401,508,2025
Rice,32,13,19,.406,-2.08,-2.12,4,14,7,8,4,8,2249,2249,1290,748,1778,.421,227,688,.330,526,772,.681,394,1223,379,149,99,377,571,2025
Richmond,32,10,22,.313,-5.48,1.45,5,13,6,9,2,11,2137,2302,1310,729,1745,.418,250,797,.314,429,542,.792,208,996,373,191,66,327,560,2025
Rider,33,14,19,.424,-12.06,-7.24,9,11,5,7,8,11,2211,2370,1320,814,1894,.430,178,571,.312,405,561,.722,369,1131,416,177,102,370,476,2025
Robert Morris NCAA,35,26,9,.743,0.40,-4.92,15,5,16,2,8,6,2694,2485,1425,934,2078,.449,264,761,.347,562,780,.721,439,1310,562,224,159,451,586,2025
Rutgers,32,15,17,.469,10.41,10.94,8,12,11,5,3,8,2465,2482,1305,865,1939,.446,231,703,.329,504,702,.718,358,1129,413,225,125,349,547,2025
Sacramento State,32,7,25,.219,-14.10,-4.06,3,15,5,11,2,13,2119,2257,1280,746,1741,.428,262,798,.328,365,541,.675,302,1070,418,190,97,422,592,2025
Sacred Heart,33,15,18,.455,-9.00,-8.41,10,10,8,5,5,11,2502,2481,1325,895,2043,.438,318,910,.349,392,536,.731,389,1223,547,243,98,406,520,2025
Saint Francis (PA) NCAA,34,16,18,.471,-12.76,-7.41,8,8,10,4,6,13,2415,2433,1385,902,1952,.462,281,822,.342,330,454,.727,290,1155,484,212,85,440,516,2025
Saint Joseph's,35,22,13,.629,7.28,0.85,11,7,13,5,4,6,2627,2402,1410,907,2070,.438,323,963,.335,490,657,.746,372,1299,510,228,197,395,503,2025
Saint Louis,34,19,15,.559,3.04,2.04,11,7,14,3,4,9,2527,2423,1370,899,1886,.477,333,945,.352,396,577,.686,258,1198,509,216,105,432,499,2025
Saint Mary's (CA) NCAA,35,29,6,.829,17.43,6.46,17,1,16,1,9,1,2551,2138,1410,940,2088,.450,223,698,.319,448,645,.695,489,1390,529,214,140,338,523,2025
Saint Peter's,28,12,16,.429,-10.64,-8.45,7,13,6,6,6,10,1848,1842,1130,624,1581,.395,199,604,.329,401,543,.738,377,1043,289,190,101,381,528,2025
Sam Houston,32,13,19,.406,-2.86,1.31,6,12,9,4,3,13,2411,2433,1295,827,1855,.446,276,712,.388,481,663,.725,345,1129,412,205,93,405,565,2025
Samford,33,22,11,.667,1.13,-3.58,12,6,13,3,9,7,2736,2492,1330,970,2107,.460,356,978,.364,440,609,.722,431,1188,543,326,120,428,647,2025
San Diego,33,6,27,.182,-8.37,1.63,2,16,5,13,0,12,2314,2629,1320,820,2016,.407,211,719,.293,463,616,.752,381,1132,376,245,118,440,693,2025
San Diego State NCAA,31,21,10,.677,12.77,8.14,14,6,12,3,6,4,2194,2004,1250,789,1784,.442,239,717,.333,375,565,.664,314,1090,404,237,169,340,571,2025
San Francisco,35,25,10,.714,10.46,3.87,13,5,17,3,5,5,2660,2420,1405,929,2047,.454,302,891,.339,500,703,.711,363,1246,486,231,117,410,657,2025
San Jose State,35,15,20,.429,0.50,4.05,7,13,7,9,3,9,2525,2568,1415,891,2009,.444,284,818,.347,459,616,.745,333,1190,452,209,106,402,547,2025
Santa Clara,34,21,13,.618,13.22,4.25,12,6,12,5,6,5,2786,2481,1375,990,2099,.472,372,973,.382,434,597,.727,383,1290,589,222,102,403,557,2025
Seattle,32,14,18,.438,-0.21,-1.35,8,8,9,5,4,11,2254,2125,1280,746,1799,.415,214,663,.323,548,767,.714,347,1099,386,259,102,364,574,2025
Seton Hall,32,7,25,.219,-0.26,8.36,2,18,5,11,0,11,1970,2246,1295,708,1770,.400,168,539,.312,386,582,.663,359,996,359,260,108,400,577,2025
Siena,32,14,18,.438,-7.46,-7.58,9,11,9,5,4,10,2311,2307,1300,783,1827,.429,239,729,.328,506,681,.743,315,1030,378,219,159,379,518,2025
South Alabama,32,21,11,.656,1.52,-4.12,13,5,13,4,8,6,2334,2066,1310,814,1835,.444,273,838,.326,433,615,.704,320,1130,461,299,84,297,430,2025
South Carolina,32,12,20,.375,9.89,11.55,2,16,10,8,1,10,2233,2286,1290,741,1735,.427,214,677,.316,537,751,.715,323,1100,405,181,94,396,514,2025
South Carolina State,33,20,13,.606,-4.62,-9.05,11,3,10,2,7,10,2624,2324,1330,902,1926,.468,234,647,.362,586,827,.709,408,1165,514,313,116,469,695,2025
South Carolina Upstate,32,6,26,.188,-15.67,-2.70,2,14,4,10,2,14,2393,2673,1280,881,1941,.454,222,726,.306,409,606,.675,299,1086,426,242,74,453,618,2025
South Dakota,33,19,14,.576,-5.69,-3.49,9,7,14,2,4,11,2812,2763,1320,946,2104,.450,260,811,.321,660,925,.714,393,1179,382,249,110,317,613,2025
South Dakota State,32,20,12,.625,2.15,-1.82,11,5,13,1,4,8,2546,2352,1280,913,1937,.471,277,791,.350,443,593,.747,374,1287,451,150,84,386,518,2025
South Florida,32,13,19,.406,-2.15,-0.18,6,12,9,6,2,10,2381,2385,1290,842,1899,.443,226,711,.318,471,654,.720,329,1107,460,265,113,355,548,2025
Southeast Missouri State,33,21,12,.636,-4.84,-7.80,15,5,12,3,8,7,2442,2212,1330,901,1974,.456,242,726,.333,398,551,.722,278,1093,448,269,119,352,596,2025
Southeastern Louisiana,32,18,14,.563,-4.00,-4.67,12,8,8,4,9,8,2324,2232,1290,824,1854,.444,195,592,.329,481,642,.749,349,1147,378,222,74,373,550,2025
Southern,32,20,12,.625,-6.83,-7.90,15,3,11,1,9,10,2392,2184,1291,849,1949,.436,212,658,.322,482,721,.669,415,1194,415,309,123,401,595,2025
Southern California,35,17,18,.486,12.97,10.86,7,13,12,7,3,7,2685,2611,1410,957,1975,.485,251,687,.365,520,702,.741,300,1110,541,221,107,431,618,2025
Southern Illinois,33,14,19,.424,-2.22,1.07,8,12,7,8,5,7,2405,2458,1330,875,1896,.461,222,632,.351,433,641,.676,338,1173,467,207,99,412,558,2025
SIU Edwardsville NCAA,34,22,12,.647,-6.12,-7.44,13,7,12,3,7,8,2436,2260,1370,874,2030,.431,249,748,.333,439,655,.670,403,1297,462,226,137,388,560,2025
Southern Indiana,30,10,20,.333,-13.86,-8.40,5,15,8,7,2,13,2144,2204,1215,766,1791,.428,216,616,.351,396,542,.731,315,1075,343,201,86,351,516,2025
Southern Methodist,35,24,11,.686,14.35,5.72,13,7,13,6,7,4,2797,2495,1400,990,2069,.478,275,727,.378,542,759,.714,436,1345,555,282,131,418,587,2025
Southern Mississippi,33,11,22,.333,-9.91,-3.33,5,13,9,6,1,13,2352,2507,1330,842,1954,.431,217,717,.303,451,652,.692,347,1233,476,227,142,460,554,2025
Southern Utah,31,12,19,.387,-10.63,-2.13,4,12,8,7,3,11,2163,2285,1240,758,1785,.425,182,582,.313,465,638,.729,341,1149,371,157,136,448,546,2025
St. Bonaventure,34,22,12,.647,2.92,0.07,9,9,12,4,7,6,2334,2218,1365,852,1918,.444,211,676,.312,419,575,.729,319,1145,373,256,110,353,456,2025
St. John's (NY) NCAA,36,31,5,.861,21.25,8.56,18,2,18,0,8,2,2825,2368,1460,1054,2366,.445,221,734,.301,496,718,.691,535,1487,565,320,186,392,601,2025
St. Thomas,34,24,10,.706,1.01,-4.51,12,4,14,0,7,8,2827,2544,1365,976,1983,.492,355,917,.387,520,667,.780,247,1063,523,244,108,324,613,2025
Stanford,35,21,14,.600,8.78,6.07,11,9,17,3,3,8,2571,2476,1400,896,2059,.435,294,859,.342,485,615,.789,374,1196,483,238,129,366,600,2025
Stephen F. Austin,31,14,17,.452,-8.01,-3.29,7,13,8,8,6,9,2065,2118,1255,756,1791,.422,191,659,.290,362,572,.633,407,1165,388,258,130,483,514,2025
Stetson,32,8,24,.250,-16.70,-4.70,6,12,5,9,3,11,2293,2608,1290,805,1810,.445,233,686,.340,450,612,.735,270,1056,376,165,99,415,470,2025
Stonehill,32,15,17,.469,-13.12,-9.55,7,9,11,3,3,13,2198,2242,1280,759,1748,.434,276,777,.355,404,558,.724,288,1060,461,206,84,388,530,2025
Stony Brook,32,8,24,.250,-13.84,-4.42,4,14,5,9,3,13,2128,2372,1280,739,1784,.414,236,700,.337,414,555,.746,335,1059,361,163,66,376,487,2025
Syracuse,33,14,19,.424,4.95,8.04,7,13,11,6,2,9,2464,2566,1350,897,1964,.457,211,643,.328,459,651,.705,364,1224,448,161,83,415,542,2025
Tarleton State,32,12,20,.375,-10.31,-0.31,7,9,10,3,1,14,2025,2227,1280,697,1614,.432,132,408,.324,499,681,.733,303,971,338,300,115,562,612,2025
TCU,32,16,16,.500,10.49,11.64,9,11,14,3,2,9,2162,2199,1285,780,1875,.416,195,650,.300,407,629,.647,385,1114,389,243,110,372,501,2025
Temple,32,17,15,.531,-0.24,-0.37,9,9,12,2,3,9,2520,2487,1310,840,1875,.448,216,597,.362,624,848,.736,359,1165,347,205,119,351,575,2025
Tennessee NCAA,38,30,8,.789,24.20,13.25,12,6,16,1,6,5,2813,2397,1520,967,2138,.452,313,927,.338,566,760,.745,437,1382,586,263,181,397,579,2025
Tennessee State,33,17,16,.515,-8.01,-8.71,12,8,12,3,4,10,2577,2418,1350,909,1964,.463,219,673,.325,540,793,.681,428,1338,440,237,127,506,625,2025
Tennessee Tech,32,15,17,.469,-11.09,-7.82,10,10,9,5,5,10,2308,2371,1290,810,1874,.432,309,878,.352,379,543,.698,277,1110,486,203,88,372,424,2025
Tennessee-Martin,33,14,19,.424,-11.18,-8.18,9,11,8,5,5,12,2455,2373,1350,836,1997,.419,306,949,.322,477,682,.699,453,1301,447,267,93,433,556,2025
Texas NCAA,35,19,16,.543,15.65,9.79,6,12,11,7,4,6,2747,2542,1420,956,2067,.463,264,729,.362,569,760,.749,356,1248,452,219,150,348,654,2025
Texas A&M NCAA,34,23,11,.676,19.30,13.39,11,7,13,3,5,5,2537,2336,1370,857,2050,.418,237,773,.307,586,847,.692,543,1395,406,257,137,414,594,2025
Texas A&M-Corpus Christi,34,20,14,.588,-0.99,-3.39,12,8,15,2,4,11,2576,2291,1360,968,1976,.490,199,580,.343,441,699,.631,381,1240,509,268,121,408,602,2025
Texas Southern,32,15,17,.469,-10.27,-8.23,12,6,9,4,6,12,2325,2307,1290,846,1974,.429,233,697,.334,400,554,.722,368,1201,438,274,109,444,538,2025
Texas State,32,16,16,.500,-3.60,-3.77,9,9,10,4,4,10,2439,2346,1310,867,1869,.464,190,518,.367,515,681,.756,389,1184,465,227,129,393,584,2025
Texas Tech NCAA,37,28,9,.757,23.05,10.62,15,5,15,3,8,2,2993,2533,1505,1059,2274,.466,371,1011,.367,504,663,.760,438,1371,606,232,115,356,581,2025
Texas-Rio Grande Valley,31,16,15,.516,-6.05,-3.38,8,12,12,4,2,11,2378,2294,1240,872,1965,.444,328,997,.329,306,433,.707,365,1165,534,235,87,417,510,2025
The Citadel,30,5,25,.167,-18.37,-4.49,0,18,5,12,0,12,1997,2251,1215,706,1685,.419,226,766,.295,359,582,.617,318,1032,368,180,61,376,483,2025
Toledo,33,18,15,.545,-6.03,-2.78,10,8,9,4,6,9,2603,2645,1325,937,2019,.464,193,574,.336,536,715,.750,357,1123,438,178,91,310,523,2025
Towson,33,22,11,.667,-1.92,-3.57,16,2,12,1,9,5,2309,2201,1335,836,1988,.421,253,750,.337,384,563,.682,433,1213,351,213,110,309,528,2025
Troy NCAA,34,23,11,.676,3.55,-2.10,13,5,11,4,9,6,2495,2235,1360,851,1954,.436,261,878,.297,532,741,.718,471,1311,473,321,157,458,562,2025
Tulane,34,19,15,.559,1.24,-0.73,12,6,14,3,4,7,2533,2393,1365,874,1936,.451,261,766,.341,524,692,.757,313,1176,500,250,151,369,581,2025
Tulsa,33,13,20,.394,-5.93,-1.90,6,12,8,9,3,8,2352,2430,1340,829,1910,.434,262,813,.322,430,645,.667,321,1178,450,202,90,377,514,2025
UAB,37,24,13,.649,4.70,-0.10,13,5,14,4,7,6,3040,2822,1490,1111,2437,.456,243,719,.338,575,753,.764,536,1485,596,248,155,368,575,2025
UC Davis,32,15,17,.469,-6.41,-1.51,9,11,8,6,7,10,2175,2249,1285,737,1784,.413,203,625,.325,498,670,.743,326,1057,354,252,115,424,577,2025
UC Irvine,39,32,7,.821,7.60,-0.80,17,3,13,2,14,3,2962,2613,1585,1017,2238,.454,278,782,.355,650,819,.794,361,1495,612,256,134,495,609,2025
UC Riverside,34,21,13,.618,-1.47,0.38,14,6,14,1,7,11,2542,2550,1380,903,2119,.426,306,907,.337,430,569,.756,422,1264,449,186,82,380,613,2025
UC San Diego NCAA,35,30,5,.857,12.63,-1.92,18,2,13,2,12,2,2777,2163,1400,954,2058,.464,375,1035,.362,494,662,.746,319,1190,550,345,74,305,576,2025
UC Santa Barbara,34,21,13,.618,0.28,-3.50,11,9,12,5,7,7,2527,2340,1360,875,1891,.463,340,893,.381,437,572,.764,303,1153,508,205,106,416,570,2025
UCF,37,20,17,.541,10.59,11.22,7,13,13,5,2,8,2951,2974,1505,991,2326,.426,328,971,.338,641,827,.775,453,1366,516,281,163,452,638,2025
UCLA NCAA,34,23,11,.676,19.68,10.71,13,7,15,2,5,5,2522,2217,1360,909,1960,.464,252,715,.352,450,634,.710,366,1109,555,275,107,359,586,2025
UNC Asheville,32,21,11,.656,-5.36,-4.71,11,5,13,1,6,9,2630,2450,1295,942,1993,.473,255,732,.348,491,686,.716,362,1125,449,240,134,334,619,2025
UNC Greensboro,32,20,12,.625,-0.99,-4.13,13,5,11,3,8,6,2332,2092,1280,818,1850,.442,294,790,.372,402,547,.735,350,1174,416,192,91,316,519,2025
UNC Wilmington NCAA,35,27,8,.771,2.36,-3.95,14,4,15,3,9,4,2771,2459,1415,971,2067,.470,255,758,.336,574,765,.750,436,1358,538,224,120,385,585,2025
UT Arlington,31,13,18,.419,-5.55,-2.83,6,10,9,4,3,11,2302,2320,1255,799,1793,.446,269,759,.354,435,658,.661,361,1132,436,184,99,418,558,2025
Utah,33,16,17,.485,11.44,8.50,8,12,15,4,1,9,2493,2396,1325,875,1961,.446,281,860,.327,462,721,.641,417,1312,574,211,120,409,611,2025
